Complexity metrics,Wed., 13 Oct. 2021 12:23:24 EDT,,
Method,CogC,ev(G),iv(G),v(G)
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.startService(ArrayList<HybridFileParcelable>,String,OpenMode)",0,1,1,1
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.SearchAsyncTask(Activity,String,OpenMode,boolean,boolean,boolean)",0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.bashRegexToJava(String),3,1,2,4
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.doInBackground(String...),6,2,3,4
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onCancelled(),1,1,2,2
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onPostExecute(Void),1,1,2,2
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onPreExecute(),1,1,2,2
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onProgressUpdate(HybridFileParcelable...),2,1,3,3
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.search(HybridFile,SearchFilter)",16,1,8,8
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.search(HybridFile,String)",0,1,1,1
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.searchRegExFind(HybridFile,Pattern)",0,1,1,1
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.searchRegExMatch(HybridFile,Pattern)",0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.setCallback(HelperCallbacks),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest.testEncryptedKeyToKeyPair(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest.testUnencryptedKeyToKeyPair(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest2.testEncryptedKeyToKeyPair(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest2.testUnencryptedKeyToKeyPair(),0,1,1,1
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable.ReadTextFileCallable(ContentResolver,EditableFileAbstraction,File,boolean)",0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable.call(),11,1,6,8
com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable.loadFile(File),6,3,5,5
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable.WriteTextFileCallable(Context,ContentResolver,EditableFileAbstraction,String,File,boolean)",0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable.call(),13,2,8,11
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable.openFile(File,Context)",3,2,4,6
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.BlockAllOutputStreamsFileUtil.getOutputStream(File,Context)",0,1,1,1
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.BypassMountPartitionRootUtils.concatenateFile(String,String)",1,1,1,2
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.ShellNotRunningRootUtils.concatenateFile(String,String)",0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteBogeyUri(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteContentUri(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileNonRoot(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileOverwriting(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRoot(),0,1,1,1
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRootCacheFileNotFound(),1,1,1,2
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRootNoCacheFile(),1,1,1,2
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRootShellNotRunning(),1,1,1,2
com.amaze.filemanager.asynchronous.broadcast_receivers.PackageReceiver.PackageReceiver(AppListLoader),0,1,1,1
"com.amaze.filemanager.asynchronous.broadcast_receivers.PackageReceiver.onReceive(Context,Intent)",0,1,1,1
"com.amaze.filemanager.asynchronous.loaders.AppListLoader.AppListLoader(Context,int,boolean)",0,1,1,1
"com.amaze.filemanager.asynchronous.loaders.AppListLoader.AppsDataPair.AppsDataPair(List<AppDataParcelable>,List<String>)",0,1,1,1
com.amaze.filemanager.asynchronous.loaders.AppListLoader.deliverResult(AppsDataPair),5,1,5,5
com.amaze.filemanager.asynchronous.loaders.AppListLoader.isAppInSystemPartition(ApplicationInfo),0,1,1,1
"com.amaze.filemanager.asynchronous.loaders.AppListLoader.isSignedBySystem(PackageInfo,PackageInfo)",1,1,4,4
com.amaze.filemanager.asynchronous.loaders.AppListLoader.loadInBackground(),13,4,7,10
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onCanceled(AppsDataPair),0,1,1,1
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onReleaseResources(AppsDataPair),0,1,1,1
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onReset(),2,1,3,3
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onStartLoading(),4,1,5,6
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onStopLoading(),0,1,1,1
"com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherRepeatingRunnable.ServiceWatcherRepeatingRunnable(boolean,ServiceStatusCallbacks,ProgressHandler)",0,1,1,1
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherRepeatingRunnable.run(),19,5,12,14
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherUtil(ProgressHandler),0,1,1,1
"com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.WaitNotificationThread.WaitNotificationThread(Context,boolean)",0,1,1,1
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.WaitNotificationThread.run(),11,4,6,6
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.postWaiting(Context),0,1,1,1
"com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.runService(Context,Intent)",1,1,1,4
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.stopWatch(),2,1,3,3
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.watch(ServiceStatusCallbacks),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.addDatapoint(DatapointParcelable),4,2,3,4
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.addFirstDatapoint(String,int,long,boolean)",1,2,1,2
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.finalizeNotification(ArrayList<HybridFile>,boolean)",2,2,2,3
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getDataPackage(int),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getDataPackageSize(),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.initNotificationViews(),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.isDecryptService(),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.onDestroy(),0,1,1,1
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.onStartCommand(Intent,int,int)",0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.progressHalted(),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.progressResumed(),0,1,1,1
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.publishCompletedResult(int),1,1,2,2
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.publishResults(long,boolean,boolean)",18,1,8,9
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.putDataPackage(DatapointParcelable),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.Copy(),0,1,1,1
"com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.copyFiles(HybridFileParcelable,HybridFile,ProgressHandler)",15,6,6,9
"com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.copyRoot(HybridFileParcelable,HybridFile,boolean)",3,1,4,4
"com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.execute(ArrayList<HybridFileParcelable>,String,boolean,OpenMode)",40,6,18,18
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.DoInBackground(boolean),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.doInBackground(Bundle...),6,1,4,4
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.findAndReplaceEncryptedEntry(HybridFileParcelable),12,1,6,6
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.onPostExecute(Void),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.clearDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationBuilder(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationCustomViewBig(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationCustomViewSmall(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationId(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationManager(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getProgressHandler(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getProgressListener(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.getTitle(boolean),1,1,1,2
com.amaze.filemanager.asynchronous.services.CopyService.onBind(Intent),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.onCreate(),0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.onDestroy(),0,1,1,1
"com.amaze.filemanager.asynchronous.services.CopyService.onStartCommand(Intent,int,int)",0,1,1,1
com.amaze.filemanager.asynchronous.services.CopyService.setProgressListener(ProgressListener),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.BackgroundTask.doInBackground(Void...),6,1,5,5
com.amaze.filemanager.asynchronous.services.DecryptService.BackgroundTask.onPostExecute(Void),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.clearDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationBuilder(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationCustomViewBig(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationCustomViewSmall(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationId(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationManager(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getProgressHandler(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getProgressListener(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.getTitle(boolean),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.isDecryptService(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.onBind(Intent),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.onCreate(),0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.onDestroy(),0,1,1,1
"com.amaze.filemanager.asynchronous.services.DecryptService.onStartCommand(Intent,int,int)",0,1,1,1
com.amaze.filemanager.asynchronous.services.DecryptService.setProgressListener(ProgressListener),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.BackgroundTask.doInBackground(Void...),5,1,4,4
com.amaze.filemanager.asynchronous.services.EncryptService.BackgroundTask.onPostExecute(Void),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.clearDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getNotificationBuilder(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getNotificationCustomViewBig(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getNotificationCustomViewSmall(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getNotificationId(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getNotificationManager(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getProgressHandler(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getProgressListener(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.getTitle(boolean),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.onBind(Intent),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.onCreate(),0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.onDestroy(),0,1,1,1
"com.amaze.filemanager.asynchronous.services.EncryptService.onStartCommand(Intent,int,int)",0,1,1,1
com.amaze.filemanager.asynchronous.services.EncryptService.setProgressListener(ProgressListener),0,1,1,1
"com.amaze.filemanager.asynchronous.services.ExtractService.DoWork.DoWork(ExtractService,ProgressHandler,String,String,String[])",0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.DoWork.doInBackground(Void...),42,6,15,21
com.amaze.filemanager.asynchronous.services.ExtractService.DoWork.onCancelled(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.DoWork.onPostExecute(Boolean),3,2,3,4
com.amaze.filemanager.asynchronous.services.ExtractService.DoWork.onProgressUpdate(IOException...),2,2,1,3
com.amaze.filemanager.asynchronous.services.ExtractService.DoWork.toastOnParseError(IOException),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.clearDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getDataPackages(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getNotificationBuilder(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getNotificationCustomViewBig(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getNotificationCustomViewSmall(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getNotificationId(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getNotificationManager(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getProgressHandler(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getProgressListener(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getTitle(boolean),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.getTotalSize(String),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.onBind(Intent),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.onCreate(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.onDestroy(),0,1,1,1
"com.amaze.filemanager.asynchronous.services.ExtractService.onStartCommand(Intent,int,int)",0,1,1,1
com.amaze.filemanager.asynchronous.services.ExtractService.setProgressListener(ProgressListener),0,1,1,1
com.amaze.filemanager.asynchronous.services.ftp.FtpTileService.onClick(),8,1,5,5
com.amaze.filemanager.asynchronous.services.ftp.FtpTileService.onFtpReceiverActions(FtpReceiverActions),0,1,1,1
com.amaze.filemanager.asynchronous.services.ftp.FtpTileService.onStartListening(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ftp.FtpTileService.onStopListening(),0,1,1,1
com.amaze.filemanager.asynchronous.services.ftp.FtpTileService.updateTileState(),2,1,2,2
com.amaze.filemanager.crashreport.ErrorActivity.ErrorInfo.ErrorInfo(Parcel),0,1,1,1
"com.amaze.filemanager.crashreport.ErrorActivity.ErrorInfo.ErrorInfo(String,String,int)",0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.ErrorInfo.describeContents(),0,1,1,1
"com.amaze.filemanager.crashreport.ErrorActivity.ErrorInfo.make(String,String,int)",0,1,1,1
"com.amaze.filemanager.crashreport.ErrorActivity.ErrorInfo.writeToParcel(Parcel,int)",0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.addGuruMeditation(),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.buildInfo(ErrorInfo),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.buildJson(),1,1,2,2
com.amaze.filemanager.crashreport.ErrorActivity.buildMarkdown(),7,1,7,7
com.amaze.filemanager.crashreport.ErrorActivity.elToSl(List<Throwable>),1,1,2,2
com.amaze.filemanager.crashreport.ErrorActivity.formErrorText(String[]),3,1,3,3
com.amaze.filemanager.crashreport.ErrorActivity.getCurrentTimeStamp(),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.getOsString(),2,1,1,3
com.amaze.filemanager.crashreport.ErrorActivity.getStackTrace(Throwable),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.goToReturnActivity(),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.onBackPressed(),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.onCreate(Bundle),4,1,4,4
com.amaze.filemanager.crashreport.ErrorActivity.onCreateOptionsMenu(Menu),0,1,1,1
com.amaze.filemanager.crashreport.ErrorActivity.onOptionsItemSelected(MenuItem),1,1,1,3
"com.amaze.filemanager.crashreport.ErrorActivity.reportError(Context,CrashReportData,ErrorInfo)",0,1,1,1
"com.amaze.filemanager.crashreport.ErrorActivity.reportError(Context,List<Throwable>,View,ErrorInfo)",2,1,2,2
"com.amaze.filemanager.crashreport.ErrorActivity.reportError(Context,Throwable,View,ErrorInfo)",1,1,2,2
com.amaze.filemanager.crashreport.ErrorActivity.sendReportEmail(),1,1,2,2
"com.amaze.filemanager.crashreport.ErrorActivity.startErrorActivity(Context,ErrorInfo,List<Throwable>)",0,1,1,1
"com.amaze.filemanager.database.CloudHandler.CloudHandler(Context,ExplorerDatabase)",0,1,1,1
com.amaze.filemanager.database.CloudHandler.addEntry(CloudEntry),1,2,1,2
com.amaze.filemanager.database.CloudHandler.clear(OpenMode),0,1,1,1
com.amaze.filemanager.database.CloudHandler.findEntry(OpenMode),2,2,2,3
com.amaze.filemanager.database.CloudHandler.getAllEntries(),1,2,1,2
"com.amaze.filemanager.database.CloudHandler.updateEntry(OpenMode,CloudEntry)",1,2,1,2
com.amaze.filemanager.database.CryptHandler.CryptHandler(ExplorerDatabase),0,1,1,1
com.amaze.filemanager.database.CryptHandler.addEntry(EncryptedEntry),0,1,1,1
com.amaze.filemanager.database.CryptHandler.clear(String),0,1,1,1
com.amaze.filemanager.database.CryptHandler.findEntry(String),1,1,2,2
com.amaze.filemanager.database.CryptHandler.getAllEntries(),0,1,1,1
com.amaze.filemanager.database.CryptHandler.getInstance(),0,1,1,1
"com.amaze.filemanager.database.CryptHandler.updateEntry(EncryptedEntry,EncryptedEntry)",0,1,1,1
com.amaze.filemanager.database.ExplorerDatabase.initialize(Context),0,1,1,1
com.amaze.filemanager.database.ExplorerDatabaseMigrationTest.migrateAll(),0,1,1,1
com.amaze.filemanager.database.ExplorerDatabaseMigrationTest.migrateFromV5(),0,1,1,1
com.amaze.filemanager.database.ExplorerDatabaseMigrationTest.migrateFromV6(),0,1,1,1
com.amaze.filemanager.database.ExplorerDatabaseMigrationTest.migrateFromV7(),0,1,1,1
com.amaze.filemanager.database.MigrationTestHelper.CreatingDelegate.CreatingDelegate(DatabaseBundle),0,1,1,1
com.amaze.filemanager.database.MigrationTestHelper.CreatingDelegate.createAllTables(SupportSQLiteDatabase),1,1,2,2
com.amaze.filemanager.database.MigrationTestHelper.CreatingDelegate.onValidateSchema(SupportSQLiteDatabase),0,1,1,1
